,Страна,Категория,"Взлетный вес, кг","Длительность полета, час","Практическая дальность, км","Практический потолок, м",Метод запуска,Метод посадки,Тип двигателя,"Размах крыльев, м","Максимальная скорость полета, км/ч",Статус,Производитель,"Полезная нагрузка, кг",Навигация,Диапазон рабочих температур,"Диаметр несущего винта, м","Диагональ рамы, м"
1370,"Израиль, Индия",Вертолетный тип,2200.0,6.0,150.0,5000.0,Вертикальный,Вертикальный,Газотурбинный,,180.0,В производстве,"Hindustan Aeronautics Limited, Israel Aerospace Industries",220.0,н/д,,11.02,
1371,Индия,Самолетный тип,3.0,1.0,10.0,5000.0,С руки,На фюзеляж,Электрический,1.6,60.0,В производстве,National Aerospace Laboratories,,н/д,,,
1372,Индия,Самолетный тип,1.5,,2.0,1000.0,С руки,На фюзеляж,Электрический,0.3,50.0,В производстве,"Aeronautical Development Establishment, National Aerospace Laboratories",,н/д,,,
1373,Индия,Самолетный тип,1.25,0.67,2.0,300.0,С руки,На фюзеляж,Электрический,0.3,55.0,В производстве,"Aeronautical Development Establishment, National Aerospace Laboratories",,н/д,,,
1374,Индия,Самолетный тип,,1.5,42.0,5100.0,Пусковая установка,Парашютная система,Электрический,,120.0,В производстве,CSIR-NAL,,н/д,,,
1375,Индонезия,Самолетный тип,18.0,5.0,450.0,3000.0,Шасси,Шасси,ДВС,2.4,100.0,В производстве,Национальный институт аэронавтики и космоса,,н/д,,,
1376,Индонезия,Самолетный тип,48.0,6.0,600.0,5100.0,Шасси,Шасси,ДВС,3.5,150.0,В производстве,Национальный институт аэронавтики и космоса,,н/д,,,
1377,Индонезия,Самолетный тип,25.0,,500.0,4100.0,Шасси,Шасси,ДВС,3.2,120.0,В производстве,Национальный институт аэронавтики и космоса,,н/д,,,
1378,Индонезия,Самолетный тип,8.5,,70.0,4500.0,С руки,На фюзеляж,ДВС,3.0,75.0,В производстве,Badan Penarapan dan Pengkajian Teknologi,,н/д,,,
1379,Индонезия,Самолетный тип,27.0,6.0,10.0,4500.0,Шасси,Шасси,ДВС,3.4,110.0,В производстве,Badan Penarapan dan Pengkajian Teknologi,,н/д,,,
1380,Индонезия,Самолетный тип,21.5,,42.0,3100.0,Шасси,Шасси,ДВС,3.2,120.0,В производстве,Rajawali,,н/д,,,
1381,Индонезия,Вертолетный тип,150.0,,120.0,4200.0,Вертикальный,Вертикальный,ДВС,,145.0,В производстве,Rajawali,,н/д,,3.5,
1382,Великобритания,Вертолетный тип,58.0,6.0,25.0,2100.0,Вертикальный,Вертикальный,Электрический,,160.0,В производстве,advanced UAV Technology,,н/д,,3.0,
1383,Великобритания,Вертолетный тип,350.0,6.0,200.0,3500.0,Вертикальный,Вертикальный,Газотурбинный,,160.0,В производстве,advanced UAV Technology,,н/д,,4.5,
1384,Великобритания,Самолетный тип,150.0,,100.0,7000.0,Шасси,Шасси,Газотурбинный,5.2,350.0,В производстве,BAE Systems,,н/д,,,
1385,Великобритания,Самолетный тип,70.0,,50.0,4600.0,Шасси,Шасси,ДВС,5.0,150.0,В производстве,Barnard Microsystems,,н/д,,,
1386,Великобритания,Самолетный тип,5.0,,5.0,1000.0,С руки,На фюзеляж,Электрический,1.5,75.0,В производстве,Blue Bear Systems,,н/д,,,
1387,Великобритания,Коптерный тип,3.0,,7.0,250.0,Вертикальный,Вертикальный,Электрический,,50.0,В производстве,н/д,,н/д,,,
1388,Великобритания,Самолетный тип,20.0,0.75,50.0,6100.0,Пусковая установка,На фюзеляж,ДВС,2.2,200.0,В производстве,Meggit Defence Systems,,н/д,,,
1389,Великобритания,Самолетный тип,,,50.0,2100.0,Пусковая установка,На фюзеляж,Электрический,,100.0,В разработке,Neva Aerospace,,н/д,,,
1390,Великобритания,Самолетный тип,3060.0,,1120.0,7700.0,Шасси,Шасси,ДВС,11.89,386.0,Снято с производства,Miles,,н/д,,,
1391,Великобритания,Самолетный тип,40.0,,75.0,5000.0,Пусковая установка,На фюзеляж,ДВС,2.8,180.0,В производстве,Universal Target Systems Limited,,н/д,,,
1392,Великобритания,Коптерный тип,,0.83,2.5,350.0,Вертикальный,Вертикальный,Электрический,,45.0,В производстве,Neva Aerospace,,н/д,,,
1393,Великобритания,Самолетный тип,4500.0,,1500.0,10000.0,Пусковая установка,Парашютная система,Газотурбинный,,850.0,В разработке,н/д,,н/д,,,
1394,Великобритания,Самолетный тип,16.0,5.0,200.0,4100.0,Пусковая установка,На фюзеляж,ДВС,2.4,120.0,В производстве,Warrior,,н/д,,,
1395,Великобритания,Коптерный тип,40.0,,3.5,1000.0,Вертикальный,Вертикальный,Электрический,,50.0,В производстве,Vulcan UAV,,н/д,,,
1396,Великобритания,Самолетный тип,20.0,2.0,20.0,3600.0,Пусковая установка,На фюзеляж,Электрический,,90.0,В производстве,Universal Target Systems Limited,,н/д,,,
1397,Великобритания,Самолетный тип,14.0,0.5,42.0,4100.0,Пусковая установка,На фюзеляж,ДВС,2.21,180.0,В производстве,Universal Target Systems Limited,,н/д,,,
1398,Великобритания,Коптерный тип,3.5,2.0,60.0,2100.0,Вертикальный,Вертикальный,Электрический,,150.0,В разработке,VTOL Technologies,,н/д,,,
1399,Великобритания,Самолетный тип,70.0,,150.0,4500.0,Шасси,Шасси,ДВС,3.0,120.0,В производстве,UnKnown Aerospace,,н/д,,,
1400,США,Самолетный тип,1200.0,,2800.0,15000.0,Шасси,Шасси,Газотурбинный,6.7,920.0,В производстве,Kratos Defense and Security Solutions,,н/д,,,
1401,США,Коптерный тип,0.25,,0.1,60.0,Вертикальный,Вертикальный,Электрический,,25.0,н/д,Odyssey Toys,,н/д,,,
1402,США,Самолетный тип,160.0,10.0,250.0,4600.0,Шасси,Шасси,ДВС,6.1,160.0,В производстве,L-3 Unmanned Systems,,н/д,,,
1403,США,Самолетный тип,144.0,,200.0,4600.0,Шасси,Шасси,ДВС,5.34,125.0,В производстве,L-3 Unmanned Systems,,н/д,,,
1404,США,Самолетный тип,2.8,0.67,5.0,1000.0,С руки,На фюзеляж,Электрический,,60.0,В производстве,Vera Tech,,н/д,,,
1405,США,Вертолетный тип,10.0,0.75,15.0,2100.0,Вертикальный,Вертикальный,Электрический,,75.0,В производстве,Juniper Unmanned,,н/д,,1.1,
1406,США,Самолетный тип,14.6,,200.0,4600.0,"Пусковая установка, Шасси",Шасси,ДВС,,120.0,В производстве,Vanilla Aircraft,,н/д,,,
1407,США,Вертолетный тип,26.0,,24.0,2100.0,Вертикальный,Вертикальный,ДВС,,90.0,В производстве,Vanguard Defense Industries,,н/д,,1.94,
1408,США,Самолетный тип,,10.0,250.0,7100.0,Шасси,Шасси,Электрический,13.1,120.0,В производстве,Luminati Aerospace,,н/д,,,
1409,США,Самолетный тип,,2.5,2100.0,17000.0,Пусковая установка,Парашютная система,Газотурбинный,3.2,950.0,В производстве,Kratos Defense and Security Solutions,250.0,н/д,,,
1410,США,Самолетный тип,8.5,3.5,75.0,3500.0,С руки,На фюзеляж,Электрический,3.05,85.0,В производстве,UASUSA,,н/д,,,
1411,США,Самолетный тип,0.957,,10.0,3600.0,С руки,На фюзеляж,Электрический,0.86,65.0,В производстве,Irvine Sensor Corp,,н/д,,,
1412,США,Самолетный тип,5.2,,50.0,4100.0,С руки,На фюзеляж,Электрический,2.3,100.0,Снято с производства,UASUSA,,н/д,,,
1413,США,Самолетный тип,485.0,,925.0,3900.0,Шасси,Шасси,ДВС,,378.0,В производстве,Trek Aerospace,,н/д,,,
1414,США,Самолетный тип,144.0,10.0,150.0,4100.0,Шасси,Шасси,ДВС,5.33,120.0,В производстве,L-3 Unmanned Systems,,н/д,,,
1415,США,Самолетный тип,3.0,0.5,15.0,3100.0,"Пусковая установка, С руки",На фюзеляж,Электрический,0.48,80.0,В производстве,Textron Defense Systems,,н/д,,,
1416,США,Самолетный тип,159.0,,100.0,15000.0,Пусковая установка,Парашютная система,Газотурбинный,1.5,980.0,Снято с производства,Temco Aircraft,,н/д,,,
1417,США,Самолетный тип,1130.0,,2250.0,16100.0,Пусковая установка,Парашютная система,Газотурбинный,3.35,970.0,Снято с производства,Teledyne Ryan,,н/д,,,
1418,США,Самолетный тип,1200.0,48.0,600.0,5100.0,Шасси,Шасси,ДВС,9.45,180.0,Снято с производства,Teledyne Ryan,,н/д,,,
1419,США,Самолетный тип,1785.0,1.5,600.0,4100.0,Шасси,Шасси,ДВС,11.0,400.0,Снято с производства,Taylorcraft,,н/д,,,
