,Страна,Категория,"Взлетный вес, кг","Длительность полета, час","Практическая дальность, км","Практический потолок, м",Тип двигателя,"Размах крыльев, м",Статус,Производитель,"Полезная нагрузка, кг",Диапазон рабочих температур,"Макс. скорость, км/ч"
1465,США,Самолетный тип,3600.0,,210.0,30000.0,Газотурбинный,,Снято с производства,Lockheed,,н/д,4600.0
1466,США,Самолетный тип,3.5,1.0,25.0,4500.0,Электрический,1.32,В производстве,Lockheed,,н/д,120.0
1467,США,Самолетный тип,4.0,,15.0,3400.0,Газотурбинный,1.2,В производстве,Lockheed,,н/д,92.0
1468,США,Самолетный тип,4100.0,4.0,1500.0,20000.0,Газотурбинный,,В производстве,Lockheed,,н/д,750.0
1469,США,Самолетный тип,,,2100.0,15000.0,Газотурбинный,25.0,В разработке,Lockheed,,н/д,810.0
1470,США,Самолетный тип,,,20000.0,32000.0,ДВС,18.0,В разработке,Lockheed,,н/д,6500.0
1471,США,Самолетный тип,8.0,3.0,50.0,4600.0,Электрический,3.0,В производстве,Lockheed,,н/д,80.0
1472,США,Самолетный тип,70.0,,70.0,4100.0,Газотурбинный,8.4,В производстве,Lockheed,,н/д,220.0
1473,США,Самолетный тип,150.0,3.0,100.0,4500.0,ДВС,3.89,Снято с производства,Lockheed,,н/д,210.0
1474,США,Самолетный тип,3600.0,,500.0,32320.0,Газотурбинный,3.66,Снято с производства,Lockheed,,н/д,4600.0
1475,США,Самолетный тип,120.0,8.0,400.0,5000.0,ДВС,6.1,Снято с производства,BAE Systems,,н/д,140.0
1476,США,Коптерный тип,4.5,0.33,2.0,200.0,Электрический,,В производстве,Roboteam,,н/д,60.0
1477,США,Вертолетный тип,,1.0,40.0,350.0,Электрический,,В разработке,Jetpack Aviation,,н/д,120.0
1478,США,Самолетный тип,270.0,,25.0,2100.0,Электрический,,В производстве,Национальное аэрокосмическое агентство,,н/д,322.0
1479,США,Коптерный тип,,0.67,2.0,200.0,Электрический,,В производстве,Intel,,н/д,60.0
1480,США,Коптерный тип,,,65.0,5000.0,Электрический,,В производстве,Krossblade Aerospace Systems,,н/д,120.0
1481,США,Коптерный тип,1.3,1.0,5.0,3000.0,Электрический,,В производстве,Lily,,н/д,50.0
1482,США,Самолетный тип,19.2,,200.0,3000.0,ДВС,3.0,Снято с производства,Aerovel,,н/д,185.0
1483,США,Самолетный тип,,,750.0,4100.0,Газотурбинный,,В разработке,Sikorsky Aircraft,,н/д,670.0
1484,США,Самолетный тип,205.0,,966.0,3700.0,ДВС,6.1,Снято с производства,ВМС,,н/д,148.0
1485,США,Самолетный тип,1200.0,,350.0,9400.0,Газотурбинный,3.4,Снято с производства,"Lockheed, Skunk Works",,н/д,850.0
1486,США,Самолетный тип,35.0,,100.0,5000.0,ДВС,2.1,В производстве,Специалисты в области военных разработок,,н/д,200.0
1487,США,Коптерный тип,0.2,0.5,2.5,150.0,Электрический,,В производстве,BCB International,,н/д,25.0
1488,США,Самолетный тип,1020.0,,650.0,7100.0,ДВС,14.8,В производстве,General Atomics Aeronautical Systems,,н/д,210.0
1489,США,Самолетный тип,,15.0,150.0,6100.0,ДВС,,В производстве,Raytheon,,н/д,85.0
1490,США,Коптерный тип,0.1,0.75,5.0,1000.0,Электрический,0.3,Снято с производства,RoboSeed,,н/д,20.0
1491,США,Самолетный тип,1830.0,,1200.0,12000.0,Газотурбинный,4.75,Снято с производства,Rockwell,,н/д,1960.0
1492,США,Самолетный тип,,,100.0,3600.0,Электрический,,В разработке,Drone America,,н/д,100.0
1493,США,Самолетный тип,1750.0,30.0,1200.0,12100.0,ДВС,17.0,Снято с производства,General Atomics Aeronautical Systems Inc,,н/д,277.0
1494,США,Самолетный тип,3130.0,,200.0,4100.0,ДВС,10.0,Снято с производства,Piper Aircraft,,н/д,220.0
1495,США,Самолетный тип,3240.0,,200.0,4500.0,ДВС,9.91,Снято с производства,Pratt-Read,,н/д,230.0
1496,США,Самолетный тип,78.0,10.0,35.0,1200.0,Электрический,6.1,В производстве,UAV Solutions,,н/д,120.0
1497,США,Самолетный тип,9.0,2.5,15.0,200.0,Электрический,3.66,В производстве,UAV Solutions,,н/д,100.0
1498,США,Коптерный тип,18.0,,5.0,2500.0,Электрический,,В производстве,UAV Solutions,,н/д,50.0
1499,США,Коптерный тип,2.9,1.5,15.0,300.0,Электрический,,В производстве,UAV Solutions,,н/д,60.0
1500,США,Коптерный тип,3.4,0.83,15.0,3000.0,Электрический,,В производстве,TaiLinx,,н/д,65.0
1501,США,Коптерный тип,6.0,0.75,4.0,1000.0,Электрический,,В производстве,UAV Solutions,,н/д,45.0
1502,США,Самолетный тип,0.29,0.33,15.0,2100.0,Электрический,0.3,н/д,Массачусетский технологический институт,,н/д,110.0
1503,США,Самолетный тип,120.0,,250.0,4100.0,ДВС,4.0,Снято с производства,Oregon Iron Works,,н/д,180.0
1504,США,Коптерный тип,4.2,,40.0,2100.0,Электрический,,В производстве,Olaeris,,н/д,70.0
1505,США,Самолетный тип,2.7,0.75,10.0,3100.0,Электрический,1.98,В производстве,Octatron,,н/д,60.0
1506,Иордания,Самолетный тип,60.0,6.0,150.0,4100.0,ДВС,2.4,В производстве,Jordan Advanced Remote Systems,,н/д,120.0
1507,Индия,Самолетный тип,4650.0,,1000.0,4200.0,ДВС,15.0,В разработке,DARPA,,н/д,500.0
1508,Нидерланды,Вертолетный тип,50.0,4.0,60.0,4100.0,Газотурбинный,,В производстве,Geocopter,,н/д,140.0
1509,Нидерланды,Вертолетный тип,21.0,3.5,50.0,3100.0,ДВС,,В производстве,High Eye,,н/д,140.0
1510,Новая Зеландия,Коптерный тип,10.0,0.5,2.5,2100.0,Электрический,,В производстве,X-Craft Enterprises,,н/д,35.0
1511,Новая Зеландия,Самолетный тип,20.0,3.0,100.0,5000.0,ДВС,1.4,В производстве,X-Craft Enterprises,,н/д,180.0
1512,Новая Зеландия,Самолетный тип,12.0,,20.0,4100.0,Электрический,1.8,В производстве,AUT University,,н/д,95.0
1513,Новая Зеландия,Самолетный тип,20.0,,120.0,5000.0,ДВС,1.6,В производстве,X-Craft Enterprises,,н/д,150.0
1514,Швейцария,Самолетный тип,285.0,,180.0,6000.0,ДВС,5.71,В производстве,RUAG Aviation,,н/д,240.0
1515,Сингапур,Самолетный тип,6.0,1.0,20.0,2100.0,Электрический,0.65,В производстве,Cradance Service,,н/д,75.0
1516,Сингапур,Самолетный тип,7.0,10.0,500.0,3100.0,ДВС,1.96,В производстве,H3 Dynamics,,н/д,70.0
1517,Сингапур,Самолетный тип,4.0,2.0,8.0,500.0,Электрический,1.8,В производстве,ST Aero,,н/д,130.0
1518,Сингапур,Самолетный тип,25.0,0.42,20.0,3100.0,Электрический,,В производстве,ST Engineering,,н/д,80.0
1519,Сингапур,Самолетный тип,3.0,0.5,5.0,1500.0,ДВС,,В производстве,ST Aero,,н/д,110.0
1520,Турция,Самолетный тип,550.0,20.0,200.0,6500.0,ДВС,10.5,В производстве,Vestel,,н/д,150.0
1521,Тунис,Вертолетный тип,950.0,,250.0,4100.0,Газотурбинный,,Снято с производства,Tunisia Aero Technology,,н/д,240.0
1522,Тунис,Самолетный тип,1250.0,60.0,500.0,10000.0,Газотурбинный,17.5,В разработке,Tunisia Aero Technology,,н/д,350.0
1523,Тунис,Самолетный тип,200.0,12.0,1680.0,4600.0,ДВС,8.0,В производстве,Tunisia Aero Technologies Industries,,н/д,170.0
1524,Тайвань,Самолетный тип,10.0,,50.0,4000.0,Газотурбинный,3.0,В производстве,Тайваньский национальный университет,,н/д,270.0
1525,Тайвань,Самолетный тип,4.9,1.5,10.0,3000.0,Электрический,1.9,В производстве,UAVER,,н/д,90.0
1526,Тайвань,Самолетный тип,12.0,2.0,35.0,3100.0,ДВС,2.7,В производстве,RMRL,,н/д,80.0
1527,Тайвань,Самолетный тип,2.3,0.67,10.0,3000.0,Электрический,1.5,В производстве,UAVER,,н/д,63.0
1528,Тайвань,Самолетный тип,2.5,0.75,12.0,3100.0,Электрический,1.0,В производстве,UAVER,,н/д,90.0
1529,Таиланд,Самолетный тип,145.0,10.0,100.0,5000.0,ДВС,5.34,В производстве,Royal Thai Air Force,,н/д,110.0
1530,Таиланд,Вертолетный тип,25.0,2.5,25.0,3000.0,ДВС,,В производстве,DTI,,н/д,100.0
1531,Сербия,Самолетный тип,120.0,12.0,100.0,3000.0,ДВС,6.34,В производстве,Военно-технический институт,,н/д,200.0
1532,Таиланд,Самолетный тип,200.0,10.0,100.0,5000.0,ДВС,8.0,В производстве,RTAF,,н/д,150.0
1533,Сербия,Вертолетный тип,350.0,6.0,250.0,5000.0,ДВС,,В производстве,EdePro,,н/д,200.0
1534,Сербия,Самолетный тип,300.0,10.0,200.0,4500.0,ДВС,6.2,В производстве,Aero East Europe,,н/д,170.0
1535,Сербия,Самолетный тип,7.0,1.0,10.0,500.0,Электрический,2.8,В производстве,Utva Aviation Industry,,н/д,120.0
1536,Сербия,Вертолетный тип,180.0,,250.0,3100.0,ДВС,,В производстве,Yugoimport SDPR,,н/д,170.0
1537,Саудовская Аравия,Самолетный тип,50.0,,150.0,4100.0,ДВС,3.0,В производстве,King Abdulaziz City for Science and Technology,,н/д,180.0
1538,Румыния,Самолетный тип,230.0,,835.0,18300.0,Электрический,16.0,Снято с производства,ARCA Space Corporation,,н/д,170.0
1539,Румыния,Самолетный тип,230.0,20.0,1200.0,9100.0,Электрический,16.0,Снято с производства,ARCA Space Corporation,,н/д,200.0
